0.000000,90.500000
1.000000,85.900000
2.000000,82.600000
3.000000,80.700000
4.000000,78.800000
5.000000,75.100000
6.000000,71.400000
7.000000,67.100000
8.000000,65.800000
9.000000,63.700000
10.000000,64.200000
11.000000,57.200000
12.000000,59.200000
13.000000,55.800000
14.000000,55.500000
15.000000,50.200000
16.000000,51.200000
17.000000,50.800000
18.000000,48.500000
19.000000,48.500000
20.000000,46.400000
21.000000,44.900000
22.000000,41.400000
23.000000,41.500000
24.000000,40.100000
25.000000,39.800000
26.000000,43.700000
27.000000,37.700000
28.000000,38.400000
29.000000,37.300000
30.000000,36.900000
31.000000,36.000000
32.000000,31.000000
33.000000,33.500000
34.000000,30.300000
35.000000,29.800000
36.000000,33.200000
37.000000,30.900000
38.000000,28.700000
39.000000,28.000000
40.000000,29.700000
41.000000,26.100000
42.000000,30.900000
43.000000,29.300000
44.000000,29.400000
45.000000,29.400000
46.000000,28.500000
47.000000,28.800000
48.000000,25.900000
49.000000,26.400000
50.000000,24.600000
51.000000,28.500000
52.000000,25.600000
53.000000,25.900000
54.000000,23.600000
55.000000,24.000000
56.000000,23.800000
57.000000,22.800000
58.000000,22.300000
59.000000,25.200000
60.000000,22.700000
